Sample_No,Date,Sample_Point,Town,Measure,Result,Units
618859,2018-08-08,WA_18499,Wakefield,E. coli,0,Orgs/100mL
691764,2018-08-09,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
615926,2018-08-09,ST_17003,Strathmore,E. coli,0,Orgs/100mL
644416,2018-08-09,ME_16215,Merton,E. coli,0,Orgs/100mL
655142,2018-08-06,PA_14206,Paethsmouth,Turbidity,0.3,NTU
620939,2018-08-16,BL_11946,Blancathey,E. coli,0,Orgs/100mL
614698,2018-08-16,ME_15845,Merton,E. coli,0,Orgs/100mL
615825,2018-04-19,ME_15640,Merton,E. coli,0,Orgs/100mL
688851,2018-04-17,PA_10485,Paethsmouth,THM,0.008,mg/L
648840,2018-04-19,BE_16639,Bellmoral,Turbidity,0.05,NTU
650426,2018-04-19,ME_15640,Merton,Turbidity,0.05,NTU
698746,2018-02-15,ME_11496,Merton,E. coli,0,Orgs/100mL
616711,2018-04-19,BL_11946,Blancathey,Turbidity,0.2,NTU
619641,2018-04-19,ME_15640,Merton,THM,0.006,mg/L
644103,2018-04-23,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
608752,2018-02-15,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
604800,2018-03-16,BL_11946,Blancathey,Turbidity,0.05,NTU
623573,2018-03-22,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
620744,2018-03-22,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
682445,2018-05-10,ST_14952,Strathmore,Turbidity,0.1,NTU
682540,2018-05-10,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
658279,2018-09-10,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
681812,2018-09-13,ST_16875,Strathmore,E. coli,0,Orgs/100mL
634741,2018-09-13,SO_13517,Southwold,E. coli,0,Orgs/100mL
682717,2018-09-13,ST_11113,Strathmore,E. coli,0,Orgs/100mL
615305,2018-09-06,BE_15094,Bellmoral,Turbidity,0.2,NTU
687179,2018-05-10,BL_14330,Blancathey,E. coli,0,Orgs/100mL
642860,2018-05-10,BL_14330,Blancathey,Turbidity,0.1,NTU
646470,2018-05-03,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
616218,2018-05-10,ST_18680,Strathmore,E. coli,0,Orgs/100mL
615736,2018-05-10,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
619629,2018-05-10,BE_13422,Bellmoral,Turbidity,0.2,NTU
645104,2018-05-10,BE_13422,Bellmoral,E. coli,0,Orgs/100mL
652378,2018-05-03,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
606859,2018-04-27,SN_11423,Snake's Canyon,THM,0.007,mg/L
667929,2018-05-10,SW_11069,Swadlincote,Turbidity,0.2,NTU
608822,2018-05-10,PO_10333,Pontybridge,Turbidity,0.2,NTU
607764,2018-05-10,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
619971,2018-05-10,TA_13563,Tarnstead,Turbidity,0.2,NTU
619623,2018-05-02,WA_10025,Wakefield,Turbidity,0.1,NTU
625775,2018-05-03,ST_11113,Strathmore,E. coli,0,Orgs/100mL
695247,2018-05-03,ME_12675,Merton,E. coli,0,Orgs/100mL
628301,2018-05-03,SO_11580,Southwold,E. coli,0,Orgs/100mL
654930,2018-05-03,ST_11855,Strathmore,E. coli,0,Orgs/100mL
616172,2018-05-03,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
637210,2018-05-03,SO_10696,Southwold,E. coli,0,Orgs/100mL
679868,2018-04-27,BE_13507,Bellmoral,THM,0.006,mg/L
617553,2018-05-03,ME_17893,Merton,E. coli,0,Orgs/100mL
626223,2018-05-03,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
628359,2018-05-03,ME_12675,Merton,Turbidity,0.3,NTU
673738,2018-05-03,BL_14594,Blancathey,Turbidity,0.1,NTU
614026,2018-09-06,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
692594,2018-09-06,SO_12799,Southwold,E. coli,0,Orgs/100mL
601166,2018-09-06,ME_17891,Merton,E. coli,0,Orgs/100mL
627300,2018-05-09,ME_13530,Merton,E. coli,0,Orgs/100mL
639705,2018-05-09,WA_13324,Wakefield,E. coli,0,Orgs/100mL
665488,2018-05-09,SO_14953,Southwold,E. coli,0,Orgs/100mL
646801,2018-04-19,SO_19853,Southwold,E. coli,0,Orgs/100mL
665499,2018-05-03,PO_16509,Pontybridge,Turbidity,0.1,NTU
673924,2018-05-10,PO_10333,Pontybridge,THM,0.043,mg/L
654486,2018-05-10,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
668513,2018-04-12,ST_14962,Strathmore,Turbidity,0.2,NTU
657465,2018-04-19,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
662797,2018-04-12,SN_14943,Snake's Canyon,Turbidity,0.1,NTU
654566,2018-04-17,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
684030,2018-08-02,BE_15310,Bellmoral,Turbidity,0.2,NTU
653353,2018-08-02,ME_19866,Merton,E. coli,0,Orgs/100mL
681927,2018-05-03,BL_14594,Blancathey,E. coli,0,Orgs/100mL
669304,2018-05-03,TA_12934,Tarnstead,Turbidity,0.1,NTU
631470,2018-05-07,PA_19973,Paethsmouth,E. coli,0,Orgs/100mL
635146,2018-05-03,SW_15649,Swadlincote,Turbidity,0.1,NTU
659432,2018-04-19,ME_11431,Merton,E. coli,0,Orgs/100mL
651069,2018-08-09,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
627067,2018-08-09,SO_14753,Southwold,E. coli,0,Orgs/100mL
665962,2018-08-09,ME_10188,Merton,E. coli,0,Orgs/100mL
622491,2018-08-06,PA_14206,Paethsmouth,THM,0.016,mg/L
675845,2018-08-09,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
651222,2018-08-23,WA_12904,Wakefield,Turbidity,0.2,NTU
650108,2018-08-23,ME_14145,Merton,Turbidity,0.2,NTU
691477,2018-08-23,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
663774,2018-05-10,ST_15632,Strathmore,E. coli,0,Orgs/100mL
691611,2018-05-09,ME_13530,Merton,Turbidity,0.1,NTU
698943,2018-08-30,TA_12934,Tarnstead,Turbidity,1.4,NTU
659388,2018-09-03,PA_11469,Paethsmouth,E. coli,0,Orgs/100mL
626297,2018-08-30,ME_19548,Merton,Turbidity,0.2,NTU
647976,2018-09-06,BL_14594,Blancathey,E. coli,0,Orgs/100mL
674523,2018-09-06,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
647552,2018-09-06,ST_17872,Strathmore,E. coli,0,Orgs/100mL
601124,2018-08-30,SO_18754,Southwold,Turbidity,0.2,NTU
687220,2018-08-30,SN_14943,Snake's Canyon,Turbidity,0.2,NTU
615737,2018-08-23,ST_10128,Strathmore,Turbidity,0.2,NTU
655711,2018-08-30,PO_10333,Pontybridge,Turbidity,0.1,NTU
681704,2018-08-30,ST_14962,Strathmore,Turbidity,0.2,NTU
698690,2018-08-30,SW_10554,Swadlincote,Turbidity,0.2,NTU
616828,2018-09-05,WA_17864,Wakefield,E. coli,0,Orgs/100mL
677858,2018-09-06,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
626405,2018-08-16,ME_19289,Merton,E. coli,0,Orgs/100mL
674131,2018-07-19,ME_19919,Merton,Turbidity,0.2,NTU
697328,2018-08-02,SW_10279,Swadlincote,Turbidity,0.2,NTU
606311,2018-08-27,PA_17652,Paethsmouth,Turbidity,0.2,NTU
661320,2018-08-24,SW_12557,Swadlincote,Turbidity,0.2,NTU
673354,2018-08-23,BL_13006,Blancathey,Turbidity,0.2,NTU
609522,2018-08-23,TA_11822,Tarnstead,Turbidity,0.1,NTU
620553,2018-08-29,WA_18008,Wakefield,E. coli,0,Orgs/100mL
699746,2018-08-30,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
632767,2018-08-30,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
613237,2018-08-30,ST_14962,Strathmore,E. coli,0,Orgs/100mL
654744,2018-08-30,BL_14330,Blancathey,E. coli,0,Orgs/100mL
668622,2018-08-30,ME_11431,Merton,E. coli,0,Orgs/100mL
603963,2018-08-30,BL_14330,Blancathey,Turbidity,0.2,NTU
662858,2018-08-29,WA_18008,Wakefield,Turbidity,0.2,NTU
616015,2018-09-03,PA_11469,Paethsmouth,Turbidity,0.2,NTU
629776,2018-07-26,ST_15552,Strathmore,E. coli,0,Orgs/100mL
607727,2018-07-26,ME_19934,Merton,Turbidity,0.2,NTU
606275,2018-07-26,TA_12934,Tarnstead,Turbidity,0.3,NTU
651031,2018-07-26,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
678889,2018-07-26,SO_17043,Southwold,Turbidity,0.2,NTU
655550,2018-04-12,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
678809,2018-04-12,SO_13517,Southwold,E. coli,0,Orgs/100mL
646353,2018-04-12,ME_14145,Merton,E. coli,0,Orgs/100mL
634503,2018-04-12,ST_13895,Strathmore,E. coli,0,Orgs/100mL
604347,2018-07-06,PO_16767,Pontybridge,THM,0.047,mg/L
668328,2018-04-19,ST_19479,Strathmore,E. coli,0,Orgs/100mL
622848,2018-09-14,PO_16870,Pontybridge,Turbidity,0.2,NTU
637386,2018-09-14,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
676020,2018-09-12,WA_13324,Wakefield,Turbidity,0.2,NTU
695098,2018-09-14,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
659445,2018-08-09,BL_17886,Blancathey,Turbidity,0.2,NTU
673402,2018-09-13,SO_13517,Southwold,Turbidity,0.2,NTU
618111,2018-09-13,TA_12407,Tarnstead,Turbidity,0.2,NTU
636472,2018-12-06,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
649127,2018-12-06,ME_16507,Merton,E. coli,0,Orgs/100mL
653107,2018-12-03,PA_10485,Paethsmouth,Turbidity,0.05,NTU
634416,2018-12-06,ME_19866,Merton,E. coli,0,Orgs/100mL
665865,2018-12-06,ME_16507,Merton,Turbidity,0.2,NTU
614651,2018-12-06,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
606006,2018-09-17,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
653637,2018-08-08,WA_18499,Wakefield,Turbidity,0.2,NTU
609851,2018-11-01,WA_18008,Wakefield,E. coli,0,Orgs/100mL
653595,2018-12-06,BL_13006,Blancathey,Turbidity,0.1,NTU
652049,2018-11-02,ME_19548,Merton,E. coli,0,Orgs/100mL
625483,2018-11-02,ST_14962,Strathmore,E. coli,0,Orgs/100mL
632821,2018-11-02,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
607396,2018-11-02,ME_15640,Merton,E. coli,0,Orgs/100mL
697736,2018-11-02,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
642211,2018-11-02,ST_10128,Strathmore,E. coli,0,Orgs/100mL
674537,2018-11-02,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
635057,2018-11-02,TA_12407,Tarnstead,Turbidity,0.1,NTU
636933,2018-11-02,PO_16509,Pontybridge,Turbidity,6.93,NTU
697007,2018-11-02,ME_15640,Merton,Turbidity,0.1,NTU
648075,2018-11-05,PA_19684,Paethsmouth,E. coli,0,Orgs/100mL
682940,2018-11-02,ST_10128,Strathmore,Turbidity,0.3,NTU
627467,2018-11-02,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
631721,2018-11-02,BE_13507,Bellmoral,Turbidity,0.2,NTU
661959,2018-11-02,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
684023,2018-08-15,WA_17412,Wakefield,E. coli,0,Orgs/100mL
664232,2018-07-12,ME_14356,Merton,E. coli,0,Orgs/100mL
643501,2018-04-12,ST_17872,Strathmore,E. coli,0,Orgs/100mL
626044,2018-04-12,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
627382,2018-04-12,TA_12934,Tarnstead,Turbidity,0.2,NTU
642518,2018-04-12,SO_12799,Southwold,Turbidity,0.2,NTU
658723,2018-07-05,BL_17886,Blancathey,Turbidity,0.2,NTU
600488,2018-07-05,SO_19853,Southwold,Turbidity,0.2,NTU
691338,2018-05-24,BL_11946,Blancathey,Turbidity,0.2,NTU
621296,2018-05-28,PA_15033,Paethsmouth,E. coli,0,Orgs/100mL
696155,2018-05-24,ME_19866,Merton,THM,0.007,mg/L
640312,2018-05-24,ME_19866,Merton,Turbidity,0.05,NTU
657069,2018-05-24,SN_14788,Snake's Canyon,Turbidity,0.05,NTU
649809,2018-05-18,ME_19934,Merton,E. coli,0,Orgs/100mL
651465,2018-09-06,ME_17891,Merton,Turbidity,0.2,NTU
673343,2018-05-14,PA_14918,Paethsmouth,Turbidity,0.1,NTU
677140,2018-05-14,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
602504,2018-04-11,WA_17412,Wakefield,Turbidity,0.05,NTU
602876,2018-04-12,ME_19289,Merton,Turbidity,0.1,NTU
638099,2018-11-15,ST_16875,Strathmore,THM,0.008,mg/L
650576,2018-04-12,BL_13006,Blancathey,Turbidity,0.05,NTU
663920,2018-10-18,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
641817,2018-09-13,ME_13530,Merton,E. coli,0,Orgs/100mL
614199,2018-10-17,WA_17412,Wakefield,THM,0.009,mg/L
635959,2018-09-13,SO_19853,Southwold,E. coli,0,Orgs/100mL
663812,2018-09-10,PA_16549,Paethsmouth,THM,0.012,mg/L
682663,2018-09-13,BL_17886,Blancathey,E. coli,0,Orgs/100mL
614893,2018-09-13,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
645916,2018-09-13,SN_11423,Snake's Canyon,THM,0.011,mg/L
645941,2018-09-13,ME_17256,Merton,E. coli,0,Orgs/100mL
689964,2018-08-09,ME_11992,Merton,E. coli,0,Orgs/100mL
624361,2018-08-09,BL_17886,Blancathey,E. coli,0,Orgs/100mL
645233,2018-09-14,SW_11069,Swadlincote,Turbidity,0.2,NTU
672897,2018-09-13,ST_16875,Strathmore,Turbidity,0.3,NTU
671401,2018-10-18,ST_17970,Strathmore,THM,0.009,mg/L
641979,2018-10-18,SO_14753,Southwold,THM,0.47533,mg/L
645568,2018-08-09,ST_10925,Strathmore,E. coli,0,Orgs/100mL
605595,2018-08-09,SO_11519,Southwold,E. coli,0,Orgs/100mL
620295,2018-09-12,WA_13324,Wakefield,E. coli,0,Orgs/100mL
692089,2018-10-24,WA_12904,Wakefield,Turbidity,0.1,NTU
690231,2018-09-13,ME_12675,Merton,E. coli,0,Orgs/100mL
693965,2018-09-13,ST_19479,Strathmore,E. coli,0,Orgs/100mL
618156,2018-12-06,ME_19934,Merton,E. coli,0,Orgs/100mL
699547,2018-12-06,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
662744,2018-12-06,SO_14953,Southwold,E. coli,0,Orgs/100mL
644809,2018-11-15,ST_16875,Strathmore,E. coli,0,Orgs/100mL
692357,2018-11-15,ME_12675,Merton,E. coli,0,Orgs/100mL
648912,2018-12-06,TA_12407,Tarnstead,Turbidity,0.1,NTU
660268,2018-12-06,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
647723,2018-12-13,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
630339,2018-12-13,ME_10188,Merton,E. coli,0,Orgs/100mL
659952,2018-12-12,WA_18499,Wakefield,Turbidity,0.2,NTU
638674,2018-12-13,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
648887,2018-12-13,SO_17043,Southwold,E. coli,0,Orgs/100mL
662965,2018-12-13,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
660844,2018-12-13,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
640858,2018-12-13,SO_17043,Southwold,THM,0.008,mg/L
680074,2018-07-12,ME_17893,Merton,E. coli,0,Orgs/100mL
622602,2018-07-12,ST_11855,Strathmore,E. coli,0,Orgs/100mL
609898,2018-12-13,SN_14943,Snake's Canyon,THM,0.047,mg/L
673638,2018-12-13,TA_12934,Tarnstead,THM,0.006,mg/L
659173,2018-12-13,ME_16215,Merton,THM,0.007,mg/L
634492,2018-12-20,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
659816,2018-12-20,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
628061,2018-12-20,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
608947,2018-12-20,ST_17970,Strathmore,E. coli,0,Orgs/100mL
633220,2018-12-20,SO_11519,Southwold,E. coli,0,Orgs/100mL
615273,2018-12-20,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
636018,2018-12-20,PO_16509,Pontybridge,Turbidity,0.2,NTU
694505,2018-12-20,SO_11519,Southwold,Turbidity,0.2,NTU
667826,2018-12-24,ST_14989,Strathmore,E. coli,0,Orgs/100mL
604291,2018-12-24,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
659053,2018-12-24,ST_14989,Strathmore,Turbidity,0.3,NTU
617060,2018-12-24,BE_16639,Bellmoral,Turbidity,0.2,NTU
670246,2018-12-24,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
692562,2018-12-12,WA_18499,Wakefield,E. coli,0,Orgs/100mL
668532,2018-04-04,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
639913,2018-06-15,SW_11438,Swadlincote,THM,0.007,mg/L
688700,2018-04-04,BL_14594,Blancathey,Turbidity,0.05,NTU
695573,2018-03-29,ST_10925,Strathmore,Turbidity,0.05,NTU
638292,2018-04-06,ME_15547,Merton,E. coli,0,Orgs/100mL
675463,2018-03-29,PO_10936,Pontybridge,Turbidity,0.05,NTU
609549,2018-03-29,SW_10279,Swadlincote,Turbidity,0.05,NTU
694694,2018-04-05,SO_18754,Southwold,E. coli,0,Orgs/100mL
677830,2018-04-05,SO_19426,Southwold,Turbidity,0.05,NTU
620260,2018-04-04,BL_14594,Blancathey,THM,0.064,mg/L
644398,2018-04-05,WA_18499,Wakefield,Turbidity,0.05,NTU
638404,2018-03-29,ME_16215,Merton,THM,0.008,mg/L
652626,2018-03-29,BL_11946,Blancathey,Turbidity,0.05,NTU
624565,2017-12-18,PA_14206,Paethsmouth,Turbidity,0.1,NTU
664144,2018-10-18,ME_15547,Merton,THM,0.009,mg/L
693548,2018-09-13,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
634458,2018-05-03,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
600255,2018-10-22,PA_14206,Paethsmouth,Turbidity,0.1,NTU
651460,2018-10-25,BL_11946,Blancathey,Turbidity,0.2,NTU
680205,2018-10-25,SW_12557,Swadlincote,Turbidity,0.3,NTU
652308,2018-10-25,ME_19289,Merton,E. coli,0,Orgs/100mL
674727,2018-10-25,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
683890,2018-10-25,BE_16639,Bellmoral,THM,0.009,mg/L
645485,2018-11-02,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
653243,2018-10-25,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
631977,2018-10-25,ST_14989,Strathmore,E. coli,0,Orgs/100mL
680754,2018-10-25,ST_15632,Strathmore,E. coli,0,Orgs/100mL
684482,2018-10-25,ME_14145,Merton,E. coli,0,Orgs/100mL
644241,2018-10-25,BE_16639,Bellmoral,Turbidity,0.1,NTU
624476,2018-10-25,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
622305,2018-10-25,BL_11946,Blancathey,E. coli,0,Orgs/100mL
676301,2018-10-25,SN_11737,Snake's Canyon,Turbidity,0.2,NTU
638122,2018-10-25,PO_10333,Pontybridge,Turbidity,0.2,NTU
622706,2018-05-03,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
683447,2018-05-03,BE_15094,Bellmoral,Turbidity,0.1,NTU
691099,2018-05-03,ST_11855,Strathmore,Turbidity,0.1,NTU
639861,2018-05-03,SO_10696,Southwold,Turbidity,0.1,NTU
650879,2018-11-01,WA_18008,Wakefield,Turbidity,0.3,NTU
644541,2018-10-29,PA_15033,Paethsmouth,Turbidity,0.2,NTU
680750,2018-11-15,SW_11069,Swadlincote,THM,0.008,mg/L
606508,2018-11-15,ME_17256,Merton,THM,0.006,mg/L
648886,2018-11-15,TA_12407,Tarnstead,THM,0.006,mg/L
638879,2018-11-15,BL_14594,Blancathey,THM,0.074,mg/L
641892,2018-11-15,SO_12799,Southwold,THM,0.006,mg/L
606772,2018-05-09,SO_17043,Southwold,Turbidity,0.2,NTU
618225,2018-11-19,PA_11469,Paethsmouth,Turbidity,0.1,NTU
619920,2018-07-11,WA_13324,Wakefield,E. coli,0,Orgs/100mL
667031,2018-11-22,BE_18768,Bellmoral,THM,0.007,mg/L
617407,2018-12-13,ST_17003,Strathmore,E. coli,0,Orgs/100mL
649126,2018-12-13,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
641056,2018-12-13,ST_10925,Strathmore,E. coli,0,Orgs/100mL
697670,2018-12-10,PA_12021,Paethsmouth,Turbidity,0.2,NTU
645614,2018-12-20,ST_17970,Strathmore,Turbidity,0.2,NTU
666138,2018-12-20,ME_15547,Merton,Turbidity,0.3,NTU
677922,2018-12-24,BL_17886,Blancathey,E. coli,0,Orgs/100mL
660321,2018-12-24,BL_17886,Blancathey,Turbidity,0.1,NTU
633902,2018-11-08,ME_17891,Merton,E. coli,0,Orgs/100mL
627977,2018-11-08,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
642835,2018-11-08,TA_11822,Tarnstead,Turbidity,0.1,NTU
683917,2018-11-08,SW_15649,Swadlincote,Turbidity,0.1,NTU
607119,2018-11-08,SO_19426,Southwold,Turbidity,0.1,NTU
672800,2018-11-08,BL_14330,Blancathey,Turbidity,0.1,NTU
634790,2018-11-15,SO_12799,Southwold,E. coli,0,Orgs/100mL
611229,2018-11-22,ST_11855,Strathmore,E. coli,0,Orgs/100mL
601606,2018-11-15,ST_11113,Strathmore,E. coli,0,Orgs/100mL
673408,2018-11-12,PA_17652,Paethsmouth,Turbidity,0.3,NTU
680169,2018-11-15,ST_19479,Strathmore,E. coli,0,Orgs/100mL
615739,2018-11-15,ME_17256,Merton,E. coli,0,Orgs/100mL
611853,2018-11-15,BL_14594,Blancathey,E. coli,0,Orgs/100mL
614960,2018-11-15,ME_13530,Merton,E. coli,0,Orgs/100mL
600773,2018-12-20,ME_15547,Merton,E. coli,0,Orgs/100mL
656058,2018-12-12,WA_18499,Wakefield,THM,0.009,mg/L
683691,2018-09-20,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
671272,2018-09-21,BL_11946,Blancathey,E. coli,0,Orgs/100mL
615909,2018-09-21,SO_10696,Southwold,E. coli,0,Orgs/100mL
631143,2018-09-21,ME_17893,Merton,E. coli,0,Orgs/100mL
622090,2018-03-08,TA_12934,Tarnstead,Turbidity,0.2,NTU
675409,2018-03-15,WA_15184,Wakefield,E. coli,0,Orgs/100mL
659780,2018-03-09,WA_13324,Wakefield,Turbidity,0.05,NTU
653765,2018-03-15,WA_15184,Wakefield,Turbidity,0.05,NTU
670544,2018-01-25,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
688349,2018-01-25,BL_13006,Blancathey,E. coli,0,Orgs/100mL
661103,2018-01-25,BL_13006,Blancathey,Turbidity,0.1,NTU
651876,2018-01-25,SO_18754,Southwold,E. coli,0,Orgs/100mL
698770,2018-01-25,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
627519,2018-02-16,SO_19646,Southwold,Turbidity,0.1,NTU
668875,2018-02-16,ME_17256,Merton,E. coli,0,Orgs/100mL
613074,2018-02-15,PO_10936,Pontybridge,Turbidity,0.1,NTU
676136,2018-02-15,SN_11737,Snake's Canyon,Turbidity,0.05,NTU
688871,2017-10-23,PA_17652,Paethsmouth,E. coli,0,Orgs/100mL
688026,2018-03-13,PA_15033,Paethsmouth,Turbidity,0.05,NTU
690021,2018-03-16,ST_13051,Strathmore,E. coli,0,Orgs/100mL
637958,2018-03-16,ME_16148,Merton,E. coli,0,Orgs/100mL
680665,2018-03-19,PA_19684,Paethsmouth,THM,0.13,mg/L
693251,2018-03-16,ME_19919,Merton,E. coli,0,Orgs/100mL
625773,2018-03-16,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
668591,2018-03-16,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
672787,2018-03-16,SO_11134,Southwold,E. coli,0,Orgs/100mL
623284,2018-03-16,BL_11946,Blancathey,E. coli,0,Orgs/100mL
686640,2018-03-16,SO_11519,Southwold,E. coli,0,Orgs/100mL
642519,2018-03-16,ME_19934,Merton,E. coli,0,Orgs/100mL
638514,2018-03-16,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
644959,2018-03-16,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
666551,2017-12-07,ST_11113,Strathmore,E. coli,0,Orgs/100mL
648937,2017-12-07,SO_19646,Southwold,E. coli,0,Orgs/100mL
625468,2018-11-02,SO_17892,Southwold,Turbidity,0.2,NTU
663104,2018-11-02,SW_10554,Swadlincote,Turbidity,0.2,NTU
640675,2018-09-14,BE_13422,Bellmoral,Turbidity,0.3,NTU
698023,2018-07-12,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
618024,2018-12-06,ST_16944,Strathmore,E. coli,0,Orgs/100mL
613550,2018-12-06,ST_13051,Strathmore,E. coli,0,Orgs/100mL
627024,2018-12-06,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
639982,2018-12-06,BE_15310,Bellmoral,Turbidity,0.2,NTU
602578,2018-12-05,WA_15101,Wakefield,Turbidity,0.2,NTU
646396,2018-12-10,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
635594,2018-12-10,PA_12021,Paethsmouth,THM,0.006,mg/L
683456,2018-07-12,ST_10925,Strathmore,E. coli,0,Orgs/100mL
627015,2018-12-06,PO_10333,Pontybridge,THM,0.047,mg/L
670648,2018-07-12,ST_11113,Strathmore,E. coli,0,Orgs/100mL
656736,2018-11-07,WA_17864,Wakefield,E. coli,0,Orgs/100mL
621287,2018-11-05,PA_19684,Paethsmouth,Turbidity,0.1,NTU
610000,2018-11-08,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
660448,2018-11-08,BL_14330,Blancathey,E. coli,0,Orgs/100mL
683134,2018-11-02,PO_16509,Pontybridge,THM,0.063,mg/L
631362,2018-11-08,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
673600,2018-11-08,SO_18754,Southwold,E. coli,0,Orgs/100mL
612676,2018-11-08,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
645483,2018-11-08,PO_16767,Pontybridge,Turbidity,0.1,NTU
614520,2018-12-06,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
672713,2018-12-06,ST_17736,Strathmore,E. coli,0,Orgs/100mL
604633,2018-12-06,BL_13006,Blancathey,E. coli,0,Orgs/100mL
633614,2018-12-06,SO_11580,Southwold,E. coli,0,Orgs/100mL
678060,2018-12-06,ST_13051,Strathmore,Turbidity,0.1,NTU
661542,2018-12-06,SW_10279,Swadlincote,Turbidity,0.2,NTU
600921,2018-12-06,PO_10333,Pontybridge,Turbidity,0.2,NTU
647103,2018-12-06,SO_11580,Southwold,Turbidity,0.1,NTU
635909,2018-11-21,WA_15184,Wakefield,E. coli,0,Orgs/100mL
629999,2018-11-08,ME_11496,Merton,E. coli,0,Orgs/100mL
666022,2018-11-22,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
651772,2018-11-22,BL_17886,Blancathey,E. coli,0,Orgs/100mL
636036,2018-11-28,WA_10025,Wakefield,E. coli,0,Orgs/100mL
628184,2018-11-29,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
606186,2018-11-28,WA_10025,Wakefield,Turbidity,0.2,NTU
602015,2018-11-15,BE_13422,Bellmoral,E. coli,0,Orgs/100mL
