V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_1TU3hXxwLOqG31X,Default Response Set,Anonymous,,,173.55.175.219,0,2015-03-19 18:31:11,2015-03-19 18:33:34,1,1123363450,iZXUO4qzTRTsqmziLlwvtA**,27197,Qual712-0618WaterUtilities,1,,143,16884152626303,1,1,1,2,5,3,4,5,2,4,5,6,5,2,1,1,6,6,5,5,5,5,4,4,4,4,4,4,4,3,5,4,4,4
R_6VEDwSwPcJVVulv,Default Response Set,Anonymous,,,52.0.212.251,0,2015-03-19 18:28:30,2015-03-19 18:39:12,1,1274159460,iZXUO4qzTRSxl0Etvjo_aA**,27197,Qual712-0618WaterUtilities,1,,642,19150616656603,1,1,1,2,5,3,6,6,6,2,2,2,2,6,5,1,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6
R_0dLmZCh1SVUw63z,Default Response Set,Anonymous,,,65.255.206.75,0,2015-03-19 18:37:52,2015-03-19 18:40:44,1,1267439654,iZXUO4qzTRRuCZLB7tn_Ag**,27197,Qual712-0618WaterUtilities,1,,172,19049617972423,1,1,1,7,6,2,6,3,5,5,1,4,4,5,6,1,7,6,5,5,6,6,5,7,7,6,5,5,6,6,6,7,6,6
R_74ivsnjdaggYnR3,Default Response Set,Anonymous,,,104.174.93.148,0,2015-03-19 18:43:27,2015-03-19 18:49:57,1,1278599516,iZXUO4qzTRQZtnx7pl4eew**,27197,Qual712-0618WaterUtilities,1,,390,19217350698283,1,1,1,1,1,2,6,7,2,6,7,5,4,1,1,1,7,7,1,2,5,4,5,5,4,5,5,4,2,4,4,5,5,4
R_2rxVL1VXTnob9aZ,Default Response Set,Anonymous,,,71.129.35.71,0,2015-03-19 18:54:02,2015-03-19 18:56:34,1,1218024405,iZXUO4qzTRQjTULUXUX5UQ**,27197,Qual712-0618WaterUtilities,1,,152,18306906779953,1,1,1,1,1,7,7,7,7,4,1,4,1,4,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
R_2iAcREkWwSZhxWZ,Default Response Set,Anonymous,,,104.173.17.232,0,2015-03-19 18:57:12,2015-03-19 18:58:58,1,1079191490,iZXUO4qzTRRoZOAAi5rgUQ**,27197,Qual712-0618WaterUtilities,1,,106,16220248067503,1,1,1,1,1,7,7,7,4,7,1,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_et9jr7qnxuPOIJv,Default Response Set,Anonymous,,,216.115.239.5,0,2015-03-19 19:07:19,2015-03-19 19:07:42,1,1277791458,iZXUO4qzTRSyPgJip1i__g**,27197,Qual712-0618WaterUtilities,2,otherCity,23,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8ps8SZwzwhWAdy5,Default Response Set,Anonymous,,,208.54.39.191,0,2015-03-19 19:07:11,2015-03-19 19:12:17,1,1278484961,iZXUO4qzTRSeJQd9HtG5ww**,27197,Qual712-0618WaterUtilities,2,attention,306,,1,1,1,1,2,7,7,7,4,7,1,1,1,2,1,0,,,,,,,,,,,,,,,,,,
R_esx2zx4XKpUJ1KR,Default Response Set,Anonymous,,,96.41.13.93,0,2015-03-19 18:09:14,2015-03-19 19:14:02,1,1271538064,iZXUO4qzTRRFmj2FlgFATg**,27197,Qual712-0618WaterUtilities,1,,3888,19111217074723,1,1,1,6,7,6,7,7,6,6,6,5,6,6,6,1,7,6,6,6,7,7,7,7,7,7,6,7,6,6,6,6,6,7
R_0OMAIlu4TJoJkZ7,Default Response Set,Anonymous,,,172.56.16.140,0,2015-03-19 19:05:30,2015-03-19 19:15:03,1,1256035183,iZXUO4qzTRRBUwtmwU8HSg**,27197,Qual712-0618WaterUtilities,1,,573,18878208773293,1,1,1,1,1,7,6,7,4,4,1,4,3,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_a36dVRIwrJsIQND,Default Response Set,Anonymous,,,63.139.14.211,0,2015-03-19 19:18:16,2015-03-19 19:18:53,1,1277321265,iZXUO4qzTRTTIluXyYiqjQ**,27197,Qual712-0618WaterUtilities,2,otherCity,37,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_elF7L2BUAWCQx5r,Default Response Set,Anonymous,,,50.157.133.170,0,2015-03-19 19:19:26,2015-03-19 19:20:57,1,1260544572,iZXUO4qzTRSNcuSZVMYcdQ**,27197,Qual712-0618WaterUtilities,1,,91,18945984889963,1,3,1,1,1,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_etYxIvTMYURpdrf,Default Response Set,Anonymous,,,50.198.70.82,0,2015-03-19 19:24:39,2015-03-19 19:25:20,1,1096554090,iZXUO4qzTRTeWdxmAsUqJg**,27197,Qual712-0618WaterUtilities,2,attention,41,,1,3,1,7,6,7,7,6,6,6,6,6,6,5,6,0,,,,,,,,,,,,,,,,,,
R_6ioxfo7wpzjmwPr,Default Response Set,Anonymous,,,107.212.208.181,0,2015-03-19 19:23:41,2015-03-19 19:26:48,1,1277806692,iZXUO4qzTRQRdJIupIAa5g**,27197,Qual712-0618WaterUtilities,1,,187,19205434553563,1,1,1,1,1,7,7,7,2,5,2,5,1,5,2,1,5,1,1,1,6,3,5,4,2,4,4,3,1,3,4,5,4,5
R_9L8ew45cT2hnOvP,Default Response Set,Anonymous,,,199.96.131.89,0,2015-03-19 19:27:18,2015-03-19 19:29:14,1,1274924398,iZXUO4qzTRT0RLPSIiVgiA**,27197,Qual712-0618WaterUtilities,1,,116,19162113674743,1,1,1,2,2,6,6,6,6,2,2,2,2,6,6,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6
R_eFIgeUmNjdjMMKx,Default Response Set,Anonymous,,,134.139.212.72,0,2015-03-19 19:31:14,2015-03-19 19:31:59,1,1269115438,iZXUO4qzTRQT4ZM-SwSzQg**,27197,Qual712-0618WaterUtilities,2,attention,45,,1,1,1,6,6,6,6,6,6,6,6,6,7,6,6,0,,,,,,,,,,,,,,,,,,
R_0iDhojYoKq3cM6h,Default Response Set,Anonymous,,,96.41.114.14,0,2015-03-19 19:29:08,2015-03-19 19:32:10,1,1131937364,iZXUO4qzTRT-sp0tYr_amw**,27197,Qual712-0618WaterUtilities,1,,182,17013018553723,1,1,1,2,2,4,4,5,5,3,3,3,3,5,2,1,6,3,5,4,4,5,5,5,6,4,6,5,5,4,4,6,4,4
R_eJagglzm7WaJ0DH,Default Response Set,Anonymous,,,24.61.116.176,0,2015-03-19 19:31:08,2015-03-19 19:32:42,1,1277549770,iZXUO4qzTRTG6XfteI0Ozg**,27197,Qual712-0618WaterUtilities,2,attention,94,,1,3,1,1,1,7,7,7,4,3,4,4,2,2,2,0,,,,,,,,,,,,,,,,,,
R_ddmGmsEQ1sUSnyJ,Default Response Set,Anonymous,,,204.152.209.33,0,2015-03-19 19:35:26,2015-03-19 19:39:47,1,1251744991,iZXUO4qzTRQEl3pXPl6DGQ**,27197,Qual712-0618WaterUtilities,1,,261,18813727187533,1,1,1,1,7,6,2,1,6,2,2,1,1,6,7,1,5,7,5,6,7,5,5,6,5,6,5,6,6,5,7,7,6,6
R_9zgBvvMCXj4SoND,Default Response Set,Anonymous,,,72.52.116.245,0,2015-03-19 19:39:42,2015-03-19 19:44:27,1,1271508890,iZXUO4qzTRQIfUBPc7-ZCg**,27197,Qual712-0618WaterUtilities,2,attention,285,,1,1,1,3,5,5,4,5,5,6,5,5,3,5,6,0,,,,,,,,,,,,,,,,,,
R_3KUvfSOZiWL6heJ,Default Response Set,Anonymous,,,75.141.105.1,0,2015-03-19 19:42:49,2015-03-19 19:44:58,1,1278649311,iZXUO4qzTRR5dXMHUmC2Tw**,27197,Qual712-0618WaterUtilities,2,attention,129,,1,1,1,1,2,5,5,7,7,3,2,4,2,1,2,0,,,,,,,,,,,,,,,,,,
R_bIrnTFcgZeGQQJv,Default Response Set,Anonymous,,,204.45.246.194,0,2015-03-19 19:35:18,2015-03-19 19:53:45,1,1264991921,iZXUO4qzTRSAQ1boSVMHUg**,27197,Qual712-0618WaterUtilities,1,,1107,19012828545433,1,2,1,1,1,7,6,7,7,2,1,2,1,1,5,1,7,5,7,7,6,6,7,7,7,7,6,7,6,7,6,7,6,7
R_cCrqje382CqzCD3,Default Response Set,Anonymous,,,66.30.114.202,0,2015-03-19 19:43:08,2015-03-19 19:58:17,1,1132000143,iZXUO4qzTRQcAJkH1o0rvA**,27197,Qual712-0618WaterUtilities,1,,909,17013962122093,1,3,1,2,2,2,6,7,5,4,3,4,3,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6
R_b1uvQPcD3BmfceV,Default Response Set,Anonymous,,,174.16.20.236,0,2015-03-19 19:52:45,2015-03-19 20:00:39,1,1273128843,iZXUO4qzTRSVJ4GYyV1dng**,27197,Qual712-0618WaterUtilities,1,,474,19135126483093,1,2,1,1,5,7,7,7,5,4,1,6,4,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7
R_breC0odPHyi7xAN,Default Response Set,Anonymous,,,50.177.176.135,0,2015-03-19 20:08:05,2015-03-19 20:10:12,1,1080230191,iZXUO4qzTRQiR82-VTN3Iw**,27197,Qual712-0618WaterUtilities,1,,127,16235859743533,1,3,1,4,4,1,4,4,1,7,7,7,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_eevLRL7N1UkJaU5,Default Response Set,Anonymous,,,70.196.198.208,0,2015-03-19 20:21:10,2015-03-19 20:25:26,1,1132274047,iZXUO4qzTRS2H8Y-R1JeBA**,27197,Qual712-0618WaterUtilities,1,,256,17018078899213,1,2,1,1,2,6,7,7,4,5,2,4,3,2,1,1,7,5,5,4,7,6,6,4,4,3,5,4,4,2,4,6,4,2
R_0Hc122rzgPmWkuh,Default Response Set,Anonymous,,,75.83.89.112,0,2015-03-19 20:26:01,2015-03-19 20:32:43,1,1278652383,iZXUO4qzTRSe6tFtfJq4Lg**,27197,Qual712-0618WaterUtilities,1,,402,19218145289293,1,1,1,1,4,7,7,7,7,1,4,7,5,1,1,1,7,7,7,7,6,7,7,6,6,7,7,1,1,7,7,7,7,7
R_5b6GWVsUNGWOUGV,Default Response Set,Anonymous,,,75.83.80.194,0,2015-03-19 20:35:09,2015-03-19 20:36:13,1,1271926061,iZXUO4qzTRQtXKcHO8-zDw**,27197,Qual712-0618WaterUtilities,2,otherCity,64,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bCoSEA6LsW1u2c5,Default Response Set,Anonymous,,,70.192.8.62,0,2015-03-19 20:36:51,2015-03-19 20:37:23,1,1277748274,iZXUO4qzTRQ6qcunW7orbA**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4INtMgyhrfWt0hv,Default Response Set,Anonymous,,,162.244.81.237,0,2015-03-19 20:37:37,2015-03-19 20:45:00,1,1276685809,iZXUO4qzTRRzmYu1oat1wg**,27197,Qual712-0618WaterUtilities,1,,443,19188587682073,1,1,1,2,4,6,6,6,3,6,4,4,4,6,2,1,5,6,6,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5
R_425CQuoeOGZjenj,Default Response Set,Anonymous,,,,1,2015-03-19 20:52:44,2015-03-19 20:52:53,1,,,,Qual712-0618WaterUtilities,2,consent,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dhD5hhBJblEhfTL,Default Response Set,Anonymous,,,99.98.252.180,0,2015-03-19 20:54:22,2015-03-19 20:56:29,1,1217042212,iZXUO4qzTRTYRazih4c8OA**,27197,Qual712-0618WaterUtilities,1,,127,18292144419163,1,1,1,2,3,4,6,7,6,6,5,4,1,1,1,1,6,6,7,7,7,6,7,7,7,7,6,6,6,5,5,7,6,6
R_08wqfysu4zemllr,Default Response Set,Anonymous,,,162.209.102.41,0,2015-03-19 20:50:24,2015-03-19 20:57:06,1,1265594618,iZXUO4qzTRStH2T5Uq2TxQ**,27197,Qual712-0618WaterUtilities,1,,402,19021887081343,1,1,1,1,2,6,7,7,1,7,4,7,4,1,1,1,7,7,7,3,3,6,4,4,4,4,4,4,4,4,4,6,4,4
R_9oR5jPSS82mdI3P,Default Response Set,Anonymous,,,71.211.213.85,0,2015-03-19 20:56:58,2015-03-19 21:02:01,1,1273210630,iZXUO4qzTRQlinpGUbT5LQ**,27197,Qual712-0618WaterUtilities,1,,303,19136355741703,1,2,1,1,1,7,7,7,1,6,2,6,1,4,1,1,7,5,3,4,1,3,3,5,7,7,5,5,4,5,6,4,5,6
R_daGVShfi1i0BjKd,Default Response Set,Anonymous,,,23.240.168.88,0,2015-03-19 20:56:26,2015-03-19 21:04:54,1,1245886742,iZXUO4qzTRR-giLUydO3xQ**,27197,Qual712-0618WaterUtilities,2,attention,508,,1,1,1,2,2,6,5,7,2,7,7,7,4,4,4,0,,,,,,,,,,,,,,,,,,
R_cBBQ77wzi2bW8HH,Default Response Set,Anonymous,,,76.101.79.244,0,2015-03-19 21:06:51,2015-03-19 21:07:18,1,1264602093,iZXUO4qzTRRPZUkBe2hcDw**,27197,Qual712-0618WaterUtilities,2,otherCity,27,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9EvrvU2wT65dX25,Default Response Set,Anonymous,,,24.62.175.23,0,2015-03-19 21:06:51,2015-03-19 21:09:29,1,1233689681,iZXUO4qzTRQlCC2iDYbBzQ**,27197,Qual712-0618WaterUtilities,1,,158,18542355878233,1,3,1,1,1,7,7,7,5,4,3,4,1,1,1,1,6,6,6,6,6,6,6,4,6,5,6,4,4,5,4,6,5,5
R_2a8aiLa9Ejcds5T,Default Response Set,Anonymous,,,173.9.72.202,0,2015-03-19 21:14:47,2015-03-19 21:15:12,1,1278577902,iZXUO4qzTRS7FoySnQWsHg**,27197,Qual712-0618WaterUtilities,2,otherCity,25,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1LgLxAsaAcTeiHz,Default Response Set,Anonymous,,,24.218.88.24,0,2015-03-19 21:40:20,2015-03-19 21:40:46,1,1276151633,iZXUO4qzTRSbadvg6fOeZg**,27197,Qual712-0618WaterUtilities,2,otherCity,26,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0pL8eooeSJOG3Yh,Default Response Set,Anonymous,,,66.87.124.153,0,2015-03-19 21:40:50,2015-03-19 21:42:24,1,1278603587,iZXUO4qzTRQ60rHmiTzyxQ**,27197,Qual712-0618WaterUtilities,2,attention,94,,1,3,1,1,1,7,7,7,4,1,1,4,1,4,1,0,,,,,,,,,,,,,,,,,,
R_dnF2ykJrblMjCrH,Default Response Set,Anonymous,,,198.202.203.177,0,2015-03-19 21:34:57,2015-03-19 21:43:21,1,1274004323,iZXUO4qzTRTxte3PyfYn6Q**,27197,Qual712-0618WaterUtilities,1,,504,19148284947493,1,2,1,1,1,7,7,7,7,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_ezBnf29YCrBRfGB,Default Response Set,Anonymous,,,66.30.202.158,0,2015-03-19 21:49:48,2015-03-19 21:54:27,1,1278532307,iZXUO4qzTRTaKudQQ-h12Q**,27197,Qual712-0618WaterUtilities,1,,279,19216340547013,1,3,1,1,1,7,7,7,5,3,3,3,2,2,1,1,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,6,5
R_2lDQSijj3mGNmXr,Default Response Set,Anonymous,,,50.153.146.244,0,2015-03-19 21:59:07,2015-03-19 21:59:33,1,1277980099,iZXUO4qzTRSHNbOfCDvOSQ**,27197,Qual712-0618WaterUtilities,2,otherCity,26,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39v8KkRYVnV4OMt,Default Response Set,Anonymous,,,173.210.36.83,0,2015-03-19 22:06:29,2015-03-19 22:06:46,1,1277743491,iZXUO4qzTRRvC49dgA2HAQ**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9S9d6gqbVtkib5z,Default Response Set,Anonymous,,,72.93.156.72,0,2015-03-19 21:57:15,2015-03-19 22:10:02,1,1274372246,iZXUO4qzTRQHTX4FA8y65g**,27197,Qual712-0618WaterUtilities,1,,767,19153814830183,1,3,1,1,1,7,7,7,7,1,1,1,1,2,2,1,4,3,3,2,2,3,5,4,3,4,5,2,4,5,3,2,3,4
R_egqDFYCykDwWVlb,Default Response Set,Anonymous,,,73.218.101.54,0,2015-03-19 22:19:40,2015-03-19 22:20:06,1,1079270230,iZXUO4qzTRS26lq-d6751A**,27197,Qual712-0618WaterUtilities,2,otherCity,26,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0OK8luvzouAywAJ,Default Response Set,Anonymous,,,71.232.163.236,0,2015-03-19 22:21:24,2015-03-19 22:23:22,1,1277792787,iZXUO4qzTRTUtwxjkMCTGw**,27197,Qual712-0618WaterUtilities,2,attention,118,,1,3,1,2,2,6,6,6,5,2,2,2,2,3,1,0,,,,,,,,,,,,,,,,,,
R_7PZhEh4Sas1GSbj,Default Response Set,Anonymous,,,73.167.227.70,0,2015-03-19 22:25:49,2015-03-19 22:26:14,1,1271290998,iZXUO4qzTRRLsIgU57qKBw**,27197,Qual712-0618WaterUtilities,2,noTapWater,25,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aWz16q8facAZGjX,Default Response Set,Anonymous,,,50.139.187.100,0,2015-03-19 22:29:22,2015-03-19 22:33:16,1,1270128453,iZXUO4qzTRQEjtpgdV-lZg**,27197,Qual712-0618WaterUtilities,1,,234,19090030621393,1,3,1,1,1,7,7,7,4,7,4,4,4,3,1,1,7,2,5,3,6,5,5,4,6,4,4,5,4,3,5,6,5,3
R_3ZQJle80kgLQTpr,Default Response Set,Anonymous,,,166.171.187.220,0,2015-03-19 22:28:59,2015-03-19 22:33:25,1,1213956691,iZXUO4qzTRQlgT6ODzvDQw**,27197,Qual712-0618WaterUtilities,1,,266,18245769038533,1,3,1,1,1,7,7,7,7,4,1,3,5,2,1,1,7,7,6,2,7,4,7,6,7,6,6,4,4,5,4,4,5,6
R_9ot9fxFrROC2rpb,Default Response Set,Anonymous,,,50.153.147.1,0,2015-03-19 22:34:00,2015-03-19 22:35:58,1,1277774705,iZXUO4qzTRRT_DU56Iai8Q**,27197,Qual712-0618WaterUtilities,1,,118,19204953788953,1,3,1,5,6,5,6,5,6,6,6,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R_1Lf9wL9iREQGXxX,Default Response Set,Anonymous,,,159.215.35.2,0,2015-03-19 22:36:29,2015-03-19 22:39:31,1,1278485338,iZXUO4qzTRSyVV1BTEN5Bg**,27197,Qual712-0618WaterUtilities,2,attention,182,,1,3,1,1,4,7,4,7,7,4,1,4,1,1,3,0,,,,,,,,,,,,,,,,,,
R_29aa6F4YCW3J553,Default Response Set,Anonymous,,,96.252.15.34,0,2015-03-19 22:35:27,2015-03-19 22:39:45,1,1277793547,iZXUO4qzTRSPAT65iQcuew**,27197,Qual712-0618WaterUtilities,1,,258,19205236984213,1,3,1,5,5,7,4,6,4,5,6,5,4,4,1,1,6,5,5,5,5,4,5,4,5,4,5,4,4,5,4,5,5,4
R_5veYSYnqogqoSYl,Default Response Set,Anonymous,,,96.26.49.131,0,2015-03-19 22:36:27,2015-03-19 22:40:01,1,1254290037,iZXUO4qzTRSfPMSRUqZzpA**,27197,Qual712-0618WaterUtilities,1,,214,18851979228913,1,3,1,1,1,7,7,7,5,1,1,3,1,4,2,1,6,6,7,6,6,4,6,4,6,4,6,4,4,6,4,6,4,6
R_71loveolO8cN3xj,Default Response Set,Anonymous,,,166.171.186.155,0,2015-03-19 22:44:39,2015-03-19 22:45:09,1,1277752491,iZXUO4qzTRTZg0UiPvhcrw**,27197,Qual712-0618WaterUtilities,2,otherCity,30,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bI5BtXP8YV88Kix,Default Response Set,Anonymous,,,50.200.231.209,0,2015-03-19 22:46:20,2015-03-19 22:49:40,1,1262872395,iZXUO4qzTRTjuyklEC3GRA**,27197,Qual712-0618WaterUtilities,1,,200,18980972069653,1,3,1,1,2,6,7,6,2,6,4,4,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_e5InstfUz6pxjqR,Default Response Set,Anonymous,,,151.203.64.78,0,2015-03-19 22:50:43,2015-03-19 22:51:38,1,1277747096,iZXUO4qzTRRktVXn7ulQ_w**,27197,Qual712-0618WaterUtilities,2,otherCity,55,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4TNl1kolqdBAHJP,Default Response Set,Anonymous,,,184.96.27.252,0,2015-03-19 22:54:24,2015-03-19 22:54:44,1,1132148189,iZXUO4qzTRRsFzKqvyM7ow**,27197,Qual712-0618WaterUtilities,2,otherCity,20,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6y6bH54ZAUVUMOF,Default Response Set,Anonymous,,,72.74.77.93,0,2015-03-19 22:59:38,2015-03-19 23:00:10,1,1187170479,iZXUO4qzTRTF12lFcdcllA**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cN3KTHgZM1Wc2fb,Default Response Set,Anonymous,,,50.169.98.251,0,2015-03-19 23:00:02,2015-03-19 23:00:46,1,1278046429,iZXUO4qzTRT2kOIQTqLA6g**,27197,Qual712-0618WaterUtilities,2,otherCity,44,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_88nuO64dxEkzZqJ,Default Response Set,Anonymous,,,172.56.29.229,0,2015-03-19 22:58:26,2015-03-19 23:01:59,1,1264599461,iZXUO4qzTRRRL_g6qk2HmQ**,27197,Qual712-0618WaterUtilities,1,,213,19006929871633,1,3,1,4,5,1,1,1,2,3,4,2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_9B1V9bRFmgSL7X7,Default Response Set,Anonymous,,,108.49.115.42,0,2015-03-19 23:01:37,2015-03-19 23:04:52,1,1187410492,iZXUO4qzTRQaa4u5StewbQ**,27197,Qual712-0618WaterUtilities,1,,195,17846779667563,1,3,1,1,2,6,5,6,3,7,3,7,4,1,1,1,6,6,5,3,6,6,6,4,5,4,6,4,4,5,4,4,4,6
R_25XaApHne6hNYzz,Default Response Set,Anonymous,,,98.217.1.218,0,2015-03-19 23:04:17,2015-03-19 23:06:22,1,1106418877,iZXUO4qzTRRKikpcxMfaMg**,27197,Qual712-0618WaterUtilities,1,,125,16629475694113,1,3,1,1,1,6,7,7,5,4,2,4,2,1,1,1,6,5,5,5,6,5,6,6,5,5,5,5,5,4,5,6,5,5
R_56yc9ZvyMeBHbsF,Default Response Set,Anonymous,,,50.169.44.112,0,2015-03-19 23:08:39,2015-03-19 23:09:24,1,1079296974,iZXUO4qzTRSfwhZayXjP6w**,27197,Qual712-0618WaterUtilities,2,otherCity,45,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cSUWOnNkSCXE7cx,Default Response Set,Anonymous,,,216.149.184.144,0,2015-03-19 23:13:48,2015-03-19 23:17:30,1,1264595476,iZXUO4qzTRQU4PbZl2Wt5w**,27197,Qual712-0618WaterUtilities,1,,222,19006869977083,1,3,1,1,1,7,7,7,7,7,4,3,1,1,2,1,7,6,7,5,7,4,6,4,7,4,7,7,4,4,4,4,4,4
R_dgN6h1UaUwBIhlb,Default Response Set,Anonymous,,,71.184.123.95,0,2015-03-19 23:14:24,2015-03-19 23:20:03,1,1277980384,iZXUO4qzTRTFtJ7G4LMQNA**,27197,Qual712-0618WaterUtilities,1,,339,19208045144323,1,3,1,1,1,7,7,7,7,4,1,4,1,1,1,1,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,7,7,7
R_4G9VcuHE63nn8GN,Default Response Set,Anonymous,,,76.127.220.203,0,2015-03-19 23:19:41,2015-03-19 23:21:48,1,1260378599,iZXUO4qzTRTmF5597DNIyA**,27197,Qual712-0618WaterUtilities,1,,127,18943490315773,1,3,1,2,3,5,5,6,3,5,7,5,3,2,2,1,7,4,5,3,6,4,6,4,6,4,6,4,4,5,4,6,4,5
R_b4sW1FBP44F3FtP,Default Response Set,Anonymous,,,152.133.6.2,0,2015-03-19 23:24:10,2015-03-19 23:28:57,1,1271776852,iZXUO4qzTRTrXqb8l9oZmw**,27197,Qual712-0618WaterUtilities,1,,287,19114806058363,1,3,1,1,1,7,7,7,7,1,1,1,1,3,1,1,7,7,7,7,7,5,6,6,6,6,6,6,6,6,6,5,6,6
R_1ApAiboecp7xDmt,Default Response Set,Anonymous,,,50.177.171.90,0,2015-03-19 23:36:30,2015-03-19 23:36:51,1,1278665313,iZXUO4qzTRRoiiPITUFPDw**,27197,Qual712-0618WaterUtilities,2,otherCity,21,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ubX9IEOwnaqCfH,Default Response Set,Anonymous,,,12.15.146.254,0,2015-03-19 23:41:34,2015-03-19 23:41:46,1,1264590955,iZXUO4qzTRT0sPok7DsnHQ**,27197,Qual712-0618WaterUtilities,2,otherCity,12,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4Vp1vuRPZzLu9IF,Default Response Set,Anonymous,,,98.118.61.243,0,2015-03-19 23:40:30,2015-03-19 23:43:24,1,1106419149,iZXUO4qzTRS0ccfmlMtqBA**,27197,Qual712-0618WaterUtilities,1,,174,16629479782273,1,3,1,1,1,6,7,7,5,4,1,6,4,1,1,1,7,7,7,7,7,7,7,7,7,6,7,4,4,4,4,7,4,6
R_1zFWhyxD9NMvhid,Default Response Set,Anonymous,,,76.28.13.105,0,2015-03-19 23:39:13,2015-03-19 23:43:32,1,1277873426,iZXUO4qzTRSrEJKDku1kog**,27197,Qual712-0618WaterUtilities,1,,259,19206437565583,1,3,1,1,1,7,7,7,1,7,6,6,1,1,1,1,6,2,5,2,3,4,7,4,5,4,6,4,4,4,4,4,4,7
R_54GLNlCqFcbNL2R,Default Response Set,Anonymous,,,174.62.182.185,0,2015-03-19 23:42:39,2015-03-19 23:44:26,1,1254477592,iZXUO4qzTRSYfBAscIFLdQ**,27197,Qual712-0618WaterUtilities,2,attention,107,,1,3,1,1,1,7,7,7,6,1,3,5,3,1,1,0,,,,,,,,,,,,,,,,,,
R_cI6TgdrvPvhJxfD,Default Response Set,Anonymous,,,209.104.247.67,0,2015-03-19 23:44:16,2015-03-19 23:46:13,1,1278508959,iZXUO4qzTRSBqEkTmN0SOQ**,27197,Qual712-0618WaterUtilities,1,,117,19215989626573,1,3,1,1,1,7,7,7,4,4,1,4,4,2,2,1,6,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5
R_eeqoeVKuUxk5yZf,Default Response Set,Anonymous,,,204.136.27.250,0,2015-03-19 23:43:23,2015-03-19 23:46:19,1,1255621010,iZXUO4qzTRTnIGFHDZLhmg**,27197,Qual712-0618WaterUtilities,1,,176,18871983753103,1,3,1,1,1,6,6,6,4,6,4,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
